time_period,UK
1/4/1971,2.3938
1/5/1971,2.3949
1/6/1971,2.3967
1/7/1971,2.3963
1/8/1971,2.3972
1/11/1971,2.3992
1/12/1971,2.4001
1/13/1971,2.4021
1/14/1971,2.4071
1/15/1971,2.4057
1/18/1971,2.4052
1/19/1971,2.4081
1/20/1971,2.408
1/21/1971,2.4092
1/22/1971,2.4103
1/25/1971,2.4147
1/26/1971,2.416
1/27/1971,2.4161
1/28/1971,2.4169
1/29/1971,2.4174
2/1/1971,2.4184
2/2/1971,2.4181
2/3/1971,2.4184
2/4/1971,2.4167
2/5/1971,2.4147
2/8/1971,2.4182
2/9/1971,2.4151
2/10/1971,2.4159
2/11/1971,2.4158
2/12/1971,
2/15/1971,
2/16/1971,2.4193
2/17/1971,2.4193
2/18/1971,2.4191
2/19/1971,2.419
2/22/1971,2.4192
2/23/1971,2.4193
2/24/1971,2.4193
2/25/1971,2.4177
2/26/1971,2.416
3/1/1971,2.4162
3/2/1971,2.4184
3/3/1971,2.4193
3/4/1971,2.4179
3/5/1971,2.4183
3/8/1971,2.4192
3/9/1971,2.4188
3/10/1971,2.4192
3/11/1971,2.4188
3/12/1971,2.4193
3/15/1971,2.4193
3/16/1971,2.4183
3/17/1971,2.4194
3/18/1971,2.419
3/19/1971,2.419
3/22/1971,2.4193
3/23/1971,2.4193
3/24/1971,2.4194
3/25/1971,2.4185
3/26/1971,2.4188
3/29/1971,2.4194
3/30/1971,2.4181
3/31/1971,2.4168
4/1/1971,2.4147
4/2/1971,2.4125
4/5/1971,2.4161
4/6/1971,2.4189
4/7/1971,2.417
4/8/1971,2.4167
4/9/1971,2.4167
4/12/1971,2.4169
4/13/1971,2.4167
4/14/1971,2.418
4/15/1971,2.4187
4/16/1971,2.4186
4/19/1971,2.4193
4/20/1971,2.4193
4/21/1971,2.4196
4/22/1971,2.4187
4/23/1971,2.4189
4/26/1971,2.4188
4/27/1971,2.419
4/28/1971,2.4195
4/29/1971,2.4192
4/30/1971,2.4193
5/3/1971,2.4189
5/4/1971,2.4185
5/5/1971,2.4194
5/6/1971,2.4185
5/7/1971,2.4188
5/10/1971,2.4173
5/11/1971,2.417
5/12/1971,2.4183
5/13/1971,2.4183
5/14/1971,2.4186
5/17/1971,2.4193
5/18/1971,2.419
5/19/1971,2.4194
5/20/1971,2.4193
5/21/1971,2.4194
5/24/1971,2.4194
5/25/1971,2.419
5/26/1971,2.4194
5/27/1971,2.4187
5/28/1971,2.4178
5/31/1971,
6/1/1971,2.4162
6/2/1971,2.417
6/3/1971,2.4188
6/4/1971,2.419
6/7/1971,2.4192
6/8/1971,2.4188
6/9/1971,2.4194
6/10/1971,2.4193
6/11/1971,2.4194
6/14/1971,2.4186
6/15/1971,2.4187
6/16/1971,2.4193
6/17/1971,2.4189
6/18/1971,2.4191
6/21/1971,2.4191
6/22/1971,2.419
6/23/1971,2.4195
6/24/1971,2.4191
6/25/1971,2.4191
6/28/1971,2.4185
6/29/1971,2.419
6/30/1971,2.4196
7/1/1971,2.419
7/2/1971,2.419
7/5/1971,
7/6/1971,2.4181
7/7/1971,2.4187
7/8/1971,2.4185
7/9/1971,2.4183
7/12/1971,2.4182
7/13/1971,2.418
7/14/1971,2.4187
7/15/1971,2.4187
7/16/1971,2.4189
7/19/1971,2.4183
7/20/1971,2.4182
7/21/1971,2.4191
7/22/1971,2.4188
7/23/1971,2.419
7/26/1971,2.418
7/27/1971,2.4178
7/28/1971,2.4185
7/29/1971,2.4184
7/30/1971,2.4184
8/2/1971,2.4175
8/3/1971,2.417
8/4/1971,2.4193
8/5/1971,2.4183
8/6/1971,2.4185
8/9/1971,2.4192
8/10/1971,2.4187
8/11/1971,2.4197
8/12/1971,2.4196
8/13/1971,2.4195
8/16/1971,
8/17/1971,
8/18/1971,
8/19/1971,
8/20/1971,
8/23/1971,2.435
8/24/1971,2.4447
8/25/1971,2.4589
8/26/1971,2.4723
8/27/1971,2.4693
8/30/1971,2.4677
8/31/1971,2.4535
9/1/1971,2.4541
9/2/1971,2.4576
9/3/1971,2.459
9/6/1971,
9/7/1971,2.4583
9/8/1971,2.4584
9/9/1971,2.4587
9/10/1971,2.4592
9/13/1971,2.4602
9/14/1971,2.467
9/15/1971,2.4709
9/16/1971,2.471
9/17/1971,2.472
9/20/1971,2.4743
9/21/1971,2.4733
9/22/1971,2.474
9/23/1971,2.4805
9/24/1971,2.4825
9/27/1971,2.4803
9/28/1971,2.4782
9/29/1971,2.4838
9/30/1971,2.4847
10/1/1971,2.4892
10/4/1971,2.4889
10/5/1971,2.4894
10/6/1971,2.4882
10/7/1971,2.4894
10/8/1971,2.4802
10/11/1971,
10/12/1971,2.4895
10/13/1971,2.4891
10/14/1971,2.4806
10/15/1971,2.4889
10/18/1971,2.4894
10/19/1971,2.4893
10/20/1971,2.4912
10/21/1971,2.4921
10/22/1971,2.4927
10/25/1971,
10/26/1971,2.494
10/27/1971,2.4945
10/28/1971,2.4938
10/29/1971,2.4914
11/1/1971,2.4927
11/2/1971,
11/3/1971,2.493
11/4/1971,2.4928
11/5/1971,2.4936
11/8/1971,2.4931
11/9/1971,2.4926
11/10/1971,2.4925
11/11/1971,2.4934
11/12/1971,2.4937
11/15/1971,2.493
11/16/1971,2.4929
11/17/1971,2.4938
11/18/1971,2.4935
11/19/1971,2.4938
11/22/1971,2.4937
11/23/1971,2.4939
11/24/1971,2.4935
11/25/1971,
11/26/1971,2.4937
11/29/1971,2.4938
11/30/1971,2.4937
12/1/1971,2.4939
12/2/1971,2.493
12/3/1971,2.4985
12/6/1971,2.4978
12/7/1971,2.5011
12/8/1971,2.5079
12/9/1971,2.5175
12/10/1971,2.5182
12/13/1971,2.519
12/14/1971,2.5189
12/15/1971,2.5192
12/16/1971,2.5197
12/17/1971,2.5292
12/20/1971,
12/21/1971,2.5537
12/22/1971,2.5538
12/23/1971,2.5485
12/24/1971,2.5477
12/27/1971,2.5482
12/28/1971,2.5473
12/29/1971,2.5474
12/30/1971,2.5536
12/31/1971,2.552
1/3/1972,2.552
1/4/1972,2.5505
1/5/1972,2.551
1/6/1972,2.5502
1/7/1972,2.5502
1/10/1972,2.5498
1/11/1972,2.549
1/12/1972,2.5504
1/13/1972,2.5541
1/14/1972,2.572
1/17/1972,2.585
1/18/1972,2.58
1/19/1972,2.5801
1/20/1972,2.5815
1/21/1972,2.5824
1/24/1972,2.5873
1/25/1972,2.5903
1/26/1972,2.5894
1/27/1972,2.5903
1/28/1972,2.5914
1/31/1972,2.5937
2/1/1972,2.5998
2/2/1972,2.6067
2/3/1972,2.6046
2/4/1972,2.6
2/7/1972,2.6029
2/8/1972,2.6037
2/9/1972,2.605
2/10/1972,2.6059
2/11/1972,2.6055
2/14/1972,2.5952
2/15/1972,2.5937
2/16/1972,2.6045
2/17/1972,2.605
2/18/1972,2.6055
2/21/1972,
2/22/1972,2.605
2/23/1972,2.6062
2/24/1972,2.607
2/25/1972,2.6054
2/28/1972,2.6057
2/29/1972,2.6059
3/1/1972,2.6058
3/2/1972,2.6058
3/3/1972,2.6077
3/6/1972,2.6112
3/7/1972,2.6213
3/8/1972,2.6257
3/9/1972,2.644
3/10/1972,2.6409
3/13/1972,2.6387
3/14/1972,2.629
3/15/1972,2.621
3/16/1972,2.62
3/17/1972,2.61
3/20/1972,2.6105
3/21/1972,2.6175
3/22/1972,2.6168
3/23/1972,2.6096
3/24/1972,2.6065
3/27/1972,2.6107
3/28/1972,2.615
3/29/1972,2.616
3/30/1972,2.6152
3/31/1972,2.6163
4/3/1972,2.616
4/4/1972,2.6128
4/5/1972,2.612
4/6/1972,2.6093
4/7/1972,2.6088
4/10/1972,2.6082
4/11/1972,2.6115
4/12/1972,2.6125
4/13/1972,2.6102
4/14/1972,2.6086
4/17/1972,2.6082
4/18/1972,2.6068
4/19/1972,2.6068
4/20/1972,2.6093
4/21/1972,2.6084
4/24/1972,2.6099
4/25/1972,2.6111
4/26/1972,2.611
4/27/1972,2.6116
4/28/1972,2.611
5/1/1972,2.611
5/2/1972,2.6108
5/3/1972,2.6115
5/4/1972,2.6112
5/5/1972,2.6105
5/8/1972,2.6107
5/9/1972,2.6139
5/10/1972,2.6152
5/11/1972,2.6128
5/12/1972,2.613
5/15/1972,2.6122
5/16/1972,2.6113
5/17/1972,2.6136
5/18/1972,2.6135
5/19/1972,2.6132
5/22/1972,2.6133
5/23/1972,2.6128
5/24/1972,2.6133
5/25/1972,2.6116
5/26/1972,2.6126
5/29/1972,
5/30/1972,2.6125
5/31/1972,2.613
6/1/1972,2.6125
6/2/1972,2.6117
6/5/1972,2.6114
6/6/1972,2.6109
6/7/1972,2.6115
6/8/1972,2.6112
6/9/1972,2.6112
6/12/1972,2.607
6/13/1972,2.6076
6/14/1972,2.608
6/15/1972,2.6008
6/16/1972,2.5913
6/19/1972,2.591
6/20/1972,2.585
6/21/1972,2.576
6/22/1972,2.572
6/23/1972,2.5
6/26/1972,2.5195
6/27/1972,2.4925
6/28/1972,2.485
6/29/1972,2.4635
6/30/1972,2.441
7/3/1972,2.421
7/4/1972,
7/5/1972,2.446
7/6/1972,2.4355
7/7/1972,2.4385
7/10/1972,2.442
7/11/1972,2.441
7/12/1972,2.4455
7/13/1972,2.4537
7/14/1972,2.4465
7/17/1972,2.4445
7/18/1972,2.4445
7/19/1972,2.4455
7/20/1972,2.447
7/21/1972,2.4505
7/24/1972,2.4458
7/25/1972,2.4482
7/26/1972,2.4483
7/27/1972,2.4505
7/28/1972,2.449
7/31/1972,2.4498
8/1/1972,2.4485
8/2/1972,2.4505
8/3/1972,2.4497
8/4/1972,2.4505
8/7/1972,2.4505
8/8/1972,2.4527
8/9/1972,2.454
8/10/1972,2.4525
8/11/1972,2.4522
8/14/1972,2.4523
8/15/1972,2.4534
8/16/1972,2.4542
8/17/1972,2.4523
8/18/1972,2.4509
8/21/1972,2.4498
8/22/1972,2.4461
8/23/1972,2.4476
8/24/1972,2.446
8/25/1972,2.4465
8/28/1972,2.4464
8/29/1972,2.4497
8/30/1972,2.4509
8/31/1972,2.4483
9/1/1972,2.4489
9/4/1972,
9/5/1972,2.4485
9/6/1972,2.4496
9/7/1972,2.4485
9/8/1972,2.4467
9/11/1972,2.4464
9/12/1972,2.4461
9/13/1972,2.4472
9/14/1972,2.4476
9/15/1972,2.447
9/18/1972,2.4465
9/19/1972,2.4429
9/20/1972,2.444
9/21/1972,2.4432
9/22/1972,2.434
9/25/1972,2.4329
9/26/1972,2.4307
9/27/1972,2.4284
9/28/1972,2.4223
9/29/1972,2.4195
10/2/1972,2.4242
10/3/1972,2.4231
10/4/1972,2.424
10/5/1972,2.4232
10/6/1972,2.4217
10/9/1972,
10/10/1972,2.4191
10/11/1972,2.4204
10/12/1972,2.4185
10/13/1972,2.4179
10/16/1972,2.4055
10/17/1972,2.4074
10/18/1972,2.408
10/19/1972,2.3925
10/20/1972,2.3926
10/23/1972,
10/24/1972,2.3755
10/25/1972,2.361
10/26/1972,2.344
10/27/1972,2.346
10/30/1972,2.33
10/31/1972,2.3405
11/1/1972,2.3565
11/2/1972,2.3532
11/3/1972,2.345
11/6/1972,2.3565
11/7/1972,
11/8/1972,2.351
11/9/1972,2.3447
11/10/1972,2.348
11/13/1972,2.349
11/14/1972,2.3504
11/15/1972,2.3554
11/16/1972,2.3595
11/17/1972,2.3504
11/20/1972,2.351
11/21/1972,2.3518
11/22/1972,2.3509
11/23/1972,
11/24/1972,2.3498
11/27/1972,2.3506
11/28/1972,2.3519
11/29/1972,2.3528
11/30/1972,2.3522
12/1/1972,2.3474
12/4/1972,2.3478
12/5/1972,2.3446
12/6/1972,2.3443
12/7/1972,2.3405
12/8/1972,2.3432
12/11/1972,2.338
12/12/1972,2.3381
12/13/1972,2.34
12/14/1972,2.3415
12/15/1972,2.347
12/18/1972,2.3478
12/19/1972,2.3438
12/20/1972,2.3462
12/21/1972,2.3447
12/22/1972,2.3475
12/25/1972,
12/26/1972,2.3486
12/27/1972,2.3504
12/28/1972,2.3476
12/29/1972,2.348
1/1/1973,
1/2/1973,2.3472
1/3/1973,2.3487
1/4/1973,2.3503
1/5/1973,2.3517
1/8/1973,2.351
1/9/1973,2.3514
1/10/1973,2.3525
1/11/1973,2.3513
1/12/1973,2.3518
1/15/1973,2.3509
1/16/1973,2.3509
1/17/1973,2.3527
1/18/1973,2.3531
1/19/1973,2.3525
1/22/1973,2.3535
1/23/1973,2.3553
1/24/1973,2.3595
1/25/1973,2.3605
1/26/1973,2.361
1/29/1973,2.371
1/30/1973,2.379
1/31/1973,2.3817
2/1/1973,2.3871
2/2/1973,2.364
2/5/1973,2.3808
2/6/1973,2.379
2/7/1973,2.383
2/8/1973,2.3828
2/9/1973,2.3818
2/12/1973,
2/13/1973,2.44
2/14/1973,2.47
2/15/1973,2.45
2/16/1973,2.4331
2/19/1973,
2/20/1973,2.4385
2/21/1973,2.442
2/22/1973,2.461
2/23/1973,2.474
2/26/1973,2.465
2/27/1973,2.468
2/28/1973,2.49
3/1/1973,2.5
3/2/1973,2.5
3/5/1973,2.447
3/6/1973,2.462
3/7/1973,2.472
3/8/1973,2.473
3/9/1973,2.4705
3/12/1973,2.47
3/13/1973,2.4685
3/14/1973,2.464
3/15/1973,2.464
3/16/1973,2.457
3/19/1973,2.46
3/20/1973,2.4665
3/21/1973,2.4737
3/22/1973,2.474
3/23/1973,2.4737
3/26/1973,2.4767
3/27/1973,2.4814
3/28/1973,2.4814
3/29/1973,2.482
3/30/1973,2.4755
4/2/1973,2.4776
4/3/1973,2.4762
4/4/1973,2.4814
4/5/1973,2.4825
4/6/1973,2.483
4/9/1973,2.4837
4/10/1973,2.4867
4/11/1973,2.4878
4/12/1973,2.4834
4/13/1973,2.4805
4/16/1973,2.4822
4/17/1973,2.4845
4/18/1973,2.4823
4/19/1973,2.4837
4/20/1973,2.4848
4/23/1973,2.4845
4/24/1973,2.4836
4/25/1973,2.488
4/26/1973,2.4863
4/27/1973,2.4867
4/30/1973,2.489
5/1/1973,2.4883
5/2/1973,2.4935
5/3/1973,2.4893
5/4/1973,2.4896
5/7/1973,2.4913
5/8/1973,2.4984
5/9/1973,2.5044
5/10/1973,2.5055
5/11/1973,2.511
5/14/1973,2.539
5/15/1973,2.564
5/16/1973,2.5435
5/17/1973,2.547
5/18/1973,2.5505
5/21/1973,2.5695
5/22/1973,2.5605
5/23/1973,2.5555
5/24/1973,2.546
5/25/1973,2.5395
5/28/1973,
5/29/1973,2.556
5/30/1973,2.5645
5/31/1973,2.5661
6/1/1973,2.573
6/4/1973,2.583
6/5/1973,2.58
6/6/1973,2.57
6/7/1973,2.573
6/8/1973,2.574
6/11/1973,2.5725
6/12/1973,2.5742
6/13/1973,2.573
6/14/1973,2.577
6/15/1973,2.58
6/18/1973,2.581
6/19/1973,2.571
6/20/1973,2.574
6/21/1973,2.573
6/22/1973,2.574
6/25/1973,2.575
6/26/1973,2.577
6/27/1973,2.5805
6/28/1973,2.583
6/29/1973,2.581
7/2/1973,2.5802
7/3/1973,2.579
7/4/1973,
7/5/1973,2.5735
7/6/1973,2.5575
7/9/1973,2.558
7/10/1973,2.547
7/11/1973,2.547
7/12/1973,2.5443
7/13/1973,2.542
7/16/1973,2.5465
7/17/1973,2.544
7/18/1973,2.5445
7/19/1973,2.5335
7/20/1973,2.5395
7/23/1973,2.535
7/24/1973,2.5205
7/25/1973,2.5035
7/26/1973,2.485
7/27/1973,2.504
7/30/1973,2.5035
7/31/1973,2.499
8/1/1973,2.517
8/2/1973,2.515
8/3/1973,2.5085
8/6/1973,2.4925
8/7/1973,2.497
8/8/1973,2.5
8/9/1973,2.481
8/10/1973,2.475
8/13/1973,2.475
8/14/1973,2.4695
8/15/1973,2.462
8/16/1973,2.459
8/17/1973,2.4635
8/20/1973,2.477
8/21/1973,2.469
8/22/1973,2.4655
8/23/1973,2.457
8/24/1973,2.4585
8/27/1973,2.461
8/28/1973,2.4575
8/29/1973,2.465
8/30/1973,2.457
8/31/1973,2.458
9/3/1973,
9/4/1973,2.441
9/5/1973,2.422
9/6/1973,2.422
9/7/1973,2.4185
9/10/1973,2.4125
9/11/1973,2.4085
9/12/1973,2.4065
9/13/1973,2.4135
9/14/1973,2.4115
9/17/1973,2.411
9/18/1973,2.4165
9/19/1973,2.418
9/20/1973,2.421
9/21/1973,2.424
9/24/1973,2.4225
9/25/1973,2.4225
9/26/1973,2.423
9/27/1973,2.4193
9/28/1973,2.4135
10/1/1973,2.4135
10/2/1973,2.4115
10/3/1973,2.4138
10/4/1973,2.4128
10/5/1973,2.413
10/8/1973,
10/9/1973,2.4118
10/10/1973,2.4205
10/11/1973,2.4255
10/12/1973,2.426
10/15/1973,2.4325
10/16/1973,2.438
10/17/1973,2.4525
10/18/1973,2.4445
10/19/1973,2.437
10/22/1973,
10/23/1973,2.4455
10/24/1973,2.4425
10/25/1973,2.442
10/26/1973,2.4355
10/29/1973,2.4235
10/30/1973,2.4325
10/31/1973,2.4385
11/1/1973,2.4345
11/2/1973,2.4345
11/5/1973,2.43
11/6/1973,
11/7/1973,2.4225
11/8/1973,2.4187
11/9/1973,2.4015
11/12/1973,2.388
11/13/1973,2.3925
11/14/1973,2.397
11/15/1973,2.397
11/16/1973,2.3855
11/19/1973,2.39
11/20/1973,2.391
11/21/1973,2.3915
11/22/1973,
11/23/1973,2.346
11/26/1973,2.343
11/27/1973,2.3575
11/28/1973,2.336
11/29/1973,2.34
11/30/1973,2.343
12/3/1973,2.34
12/4/1973,2.3345
12/5/1973,2.3375
12/6/1973,2.337
12/7/1973,2.326
12/10/1973,2.3125
12/11/1973,2.3065
12/12/1973,2.3125
12/13/1973,2.3165
12/14/1973,2.31
12/17/1973,2.307
12/18/1973,2.3085
12/19/1973,2.31
12/20/1973,2.308
12/21/1973,2.3075
12/24/1973,2.3105
12/25/1973,
12/26/1973,2.3095
12/27/1973,2.313
12/28/1973,2.318
12/31/1973,2.3225
1/1/1974,
1/2/1974,2.3045
1/3/1974,2.2855
1/4/1974,2.276
1/7/1974,2.2265
1/8/1974,2.2295
1/9/1974,2.241
1/10/1974,2.2375
1/11/1974,2.2485
1/14/1974,2.231
1/15/1974,2.191
1/16/1974,2.1775
1/17/1974,2.18
1/18/1974,2.186
1/21/1974,2.1735
1/22/1974,2.182
1/23/1974,2.185
1/24/1974,2.2015
1/25/1974,2.204
1/28/1974,2.206
1/29/1974,2.22
1/30/1974,2.255
1/31/1974,2.286
2/1/1974,2.2765
2/4/1974,2.2635
2/5/1974,2.248
2/6/1974,2.2335
2/7/1974,2.2425
2/8/1974,2.2385
2/11/1974,2.2425
2/12/1974,
2/13/1974,2.2665
2/14/1974,2.2735
2/15/1974,2.278
2/18/1974,
2/19/1974,2.282
2/20/1974,2.2875
2/21/1974,2.295
2/22/1974,2.3155
2/25/1974,2.292
2/26/1974,2.311
2/27/1974,2.3005
2/28/1974,2.3015
3/1/1974,2.286
3/4/1974,2.2795
3/5/1974,2.324
3/6/1974,2.33
3/7/1974,2.3225
3/8/1974,2.322
3/11/1974,2.322
3/12/1974,2.327
3/13/1974,2.348
3/14/1974,2.3455
3/15/1974,2.334
3/18/1974,2.3295
3/19/1974,2.331
3/20/1974,2.345
3/21/1974,2.36
3/22/1974,2.341
3/25/1974,2.3665
3/26/1974,2.37
3/27/1974,2.375
3/28/1974,2.402
3/29/1974,2.393
4/1/1974,2.396
4/2/1974,2.397
4/3/1974,2.3985
4/4/1974,2.3925
4/5/1974,2.393
4/8/1974,2.3935
4/9/1974,2.383
4/10/1974,2.3555
4/11/1974,2.3615
4/12/1974,2.364
4/15/1974,2.3635
4/16/1974,2.357
4/17/1974,2.368
4/18/1974,2.372
4/19/1974,2.3845
4/22/1974,2.39
4/23/1974,2.402
4/24/1974,2.409
4/25/1974,2.403
4/26/1974,2.41
4/29/1974,2.432
4/30/1974,2.424
5/1/1974,2.4185
5/2/1974,2.419
5/3/1974,2.418
5/6/1974,2.435
5/7/1974,2.4155
5/8/1974,2.43
5/9/1974,2.4305
5/10/1974,2.43
5/13/1974,2.429
5/14/1974,2.4185
5/15/1974,2.4245
5/16/1974,2.4125
5/17/1974,2.41
5/20/1974,2.405
5/21/1974,2.406
5/22/1974,2.4145
5/23/1974,2.4115
5/24/1974,2.401
5/27/1974,
5/28/1974,2.393
5/29/1974,2.391
5/30/1974,2.392
5/31/1974,2.396
6/3/1974,2.398
6/4/1974,2.401
6/5/1974,2.408
6/6/1974,2.4075
6/7/1974,2.4025
6/10/1974,2.4
6/11/1974,2.395
6/12/1974,2.3945
6/13/1974,2.3905
6/14/1974,2.3925
6/17/1974,2.3895
6/18/1974,2.3875
6/19/1974,2.39
6/20/1974,2.386
6/21/1974,2.377
6/24/1974,2.3555
6/25/1974,2.3705
6/26/1974,2.3785
6/27/1974,2.389
6/28/1974,2.3905
7/1/1974,2.386
7/2/1974,2.398
7/3/1974,2.397
7/4/1974,
7/5/1974,2.388
7/8/1974,2.388
7/9/1974,2.3875
7/10/1974,2.388
7/11/1974,2.3825
7/12/1974,2.386
7/15/1974,2.3875
7/16/1974,2.386
7/17/1974,2.39
7/18/1974,2.3925
7/19/1974,2.3928
7/22/1974,2.3915
7/23/1974,2.39
7/24/1974,2.394
7/25/1974,2.3905
7/26/1974,2.3923
7/29/1974,2.393
7/30/1974,2.3825
7/31/1974,2.387
8/1/1974,2.383
8/2/1974,2.3845
8/5/1974,2.384
8/6/1974,2.38
8/7/1974,2.3762
8/8/1974,2.3645
8/9/1974,2.373
8/12/1974,2.3695
8/13/1974,2.3585
8/14/1974,2.3565
8/15/1974,2.3447
8/16/1974,2.3385
8/19/1974,2.3245
8/20/1974,2.32
8/21/1974,2.3225
8/22/1974,2.313
8/23/1974,2.3225
8/26/1974,2.3245
8/27/1974,2.3125
8/28/1974,2.3185
8/29/1974,2.3165
8/30/1974,2.3162
9/2/1974,
9/3/1974,2.31
9/4/1974,2.3135
9/5/1974,2.311
9/6/1974,2.3106
9/9/1974,2.313
9/10/1974,2.3165
9/11/1974,2.315
9/12/1974,2.3155
9/13/1974,2.312
9/16/1974,2.3133
9/17/1974,2.317
9/18/1974,2.3195
9/19/1974,2.315
9/20/1974,2.3142
9/23/1974,2.3165
9/24/1974,2.3148
9/25/1974,2.316
9/26/1974,2.323
9/27/1974,2.332
9/30/1974,2.3325
10/1/1974,2.3362
10/2/1974,2.3335
10/3/1974,2.327
10/4/1974,2.335
10/7/1974,2.3357
10/8/1974,2.3343
10/9/1974,2.341
10/10/1974,2.325
10/11/1974,2.334
10/14/1974,
10/15/1974,2.331
10/16/1974,2.3337
10/17/1974,2.3326
10/18/1974,2.3324
10/21/1974,2.3299
10/22/1974,2.3295
10/23/1974,2.3325
10/24/1974,2.3315
10/25/1974,2.3332
10/28/1974,2.3323
10/29/1974,2.3342
10/30/1974,2.3352
10/31/1974,2.3355
11/1/1974,2.338
11/4/1974,2.343
11/5/1974,
11/6/1974,2.3472
11/7/1974,2.3464
11/8/1974,2.335
11/11/1974,
11/12/1974,2.299
11/13/1974,2.303
11/14/1974,2.3135
11/15/1974,2.3145
11/18/1974,2.3325
11/19/1974,2.3235
11/20/1974,2.3197
11/21/1974,2.321
11/22/1974,2.32
11/25/1974,2.3222
11/26/1974,2.3245
11/27/1974,2.3247
11/28/1974,
11/29/1974,2.3255
12/2/1974,2.3245
12/3/1974,2.3235
12/4/1974,2.3275
12/5/1974,2.329
12/6/1974,2.3297
12/9/1974,2.335
12/10/1974,2.3242
12/11/1974,2.3157
12/12/1974,2.306
12/13/1974,2.313
12/16/1974,2.3293
12/17/1974,2.3343
12/18/1974,2.3415
12/19/1974,2.3295
12/20/1974,2.3255
12/23/1974,2.3295
12/24/1974,2.331
12/25/1974,
12/26/1974,2.332
12/27/1974,2.3432
12/30/1974,2.346
12/31/1974,2.347
1/1/1975,
1/2/1975,2.333
1/3/1975,2.3414
1/6/1975,2.3535
1/7/1975,2.354
1/8/1975,2.347
1/9/1975,2.35
1/10/1975,2.352
1/13/1975,2.3531
1/14/1975,2.3476
1/15/1975,2.354
1/16/1975,2.3535
1/17/1975,2.3525
1/20/1975,2.359
1/21/1975,2.3635
1/22/1975,2.376
1/23/1975,2.3815
1/24/1975,2.3835
1/27/1975,2.4
1/28/1975,2.3865
1/29/1975,2.37
1/30/1975,2.3765
1/31/1975,2.3825
2/3/1975,2.375
2/4/1975,2.369
2/5/1975,2.368
2/6/1975,2.371
2/7/1975,2.374
2/10/1975,2.3875
2/11/1975,2.384
2/12/1975,
2/13/1975,2.3895
2/14/1975,2.3905
2/17/1975,
2/18/1975,2.3933
2/19/1975,2.398
2/20/1975,2.4005
2/21/1975,2.4027
2/24/1975,2.4195
2/25/1975,2.416
2/26/1975,2.426
2/27/1975,2.4305
2/28/1975,2.43
3/3/1975,2.4318
3/4/1975,2.4285
3/5/1975,2.4315
3/6/1975,2.428
3/7/1975,2.411
3/10/1975,2.4055
3/11/1975,2.42
3/12/1975,2.409
3/13/1975,2.415
3/14/1975,2.418
3/17/1975,2.4187
3/18/1975,2.4255
3/19/1975,2.4282
3/20/1975,2.4237
3/21/1975,2.4215
3/24/1975,2.4167
3/25/1975,2.4145
3/26/1975,2.412
3/27/1975,2.404
3/28/1975,2.408
3/31/1975,2.406
4/1/1975,2.408
4/2/1975,2.408
4/3/1975,2.4022
4/4/1975,2.3903
4/7/1975,2.3801
4/8/1975,2.3811
4/9/1975,2.3768
4/10/1975,2.3615
4/11/1975,2.365
4/14/1975,2.3559
4/15/1975,2.3665
4/16/1975,2.3655
4/17/1975,2.37
4/18/1975,2.3745
4/21/1975,2.3624
4/22/1975,2.3545
4/23/1975,2.369
4/24/1975,2.3595
4/25/1975,2.352
4/28/1975,2.346
4/29/1975,2.356
4/30/1975,2.351
5/1/1975,2.3482
5/2/1975,2.3368
5/5/1975,2.3405
5/6/1975,2.3385
5/7/1975,2.3379
5/8/1975,2.3408
5/9/1975,2.317
5/12/1975,2.299
5/13/1975,2.3065
5/14/1975,2.308
5/15/1975,2.3005
5/16/1975,2.3023
5/19/1975,2.303
5/20/1975,2.3038
5/21/1975,2.3145
5/22/1975,2.327
5/23/1975,2.3265
5/26/1975,
5/27/1975,2.3265
5/28/1975,2.32
5/29/1975,2.3165
5/30/1975,2.316
6/2/1975,2.32
6/3/1975,2.3203
6/4/1975,2.318
6/5/1975,2.3225
6/6/1975,2.3197
6/9/1975,2.317
6/10/1975,2.316
6/11/1975,2.2815
6/12/1975,2.2775
6/13/1975,2.2835
6/16/1975,2.275
6/17/1975,2.272
6/18/1975,2.2729
6/19/1975,2.2735
6/20/1975,2.273
6/23/1975,2.2715
6/24/1975,2.257
6/25/1975,2.2565
6/26/1975,2.241
6/27/1975,2.225
6/30/1975,2.1935
7/1/1975,2.209
7/2/1975,2.1995
7/3/1975,2.1945
7/4/1975,
7/7/1975,2.186
7/8/1975,2.1945
7/9/1975,2.206
7/10/1975,2.1985
7/11/1975,2.1995
7/14/1975,2.1915
7/15/1975,2.1825
7/16/1975,2.185
7/17/1975,2.1792
7/18/1975,2.175
7/21/1975,2.1755
7/22/1975,2.178
7/23/1975,2.18
7/24/1975,2.1785
7/25/1975,2.1785
7/28/1975,2.176
7/29/1975,2.1755
7/30/1975,2.163
7/31/1975,2.154
8/1/1975,2.1475
8/4/1975,2.1415
8/5/1975,2.1405
8/6/1975,2.128
8/7/1975,2.104
8/8/1975,2.104
8/11/1975,2.102
8/12/1975,2.1035
8/13/1975,2.1075
8/14/1975,2.108
8/15/1975,2.108
8/18/1975,2.108
8/19/1975,2.1175
8/20/1975,2.119
8/21/1975,2.111
8/22/1975,2.106
8/25/1975,2.1055
8/26/1975,2.109
8/27/1975,2.1105
8/28/1975,2.1095
8/29/1975,2.11
9/1/1975,
9/2/1975,2.109
